player_id,player_name,player_firstname,player_lastname,player_age,player_birth_date,player_birth_place,player_birth_country,player_nationality,player_height,player_weight,player_injured,player_photo,league_id,season_id
63494,S. Starenkyi,Serhii,Starenkyi,39.0,1984-09-20,Novi Petrivtsi,Ukraine,Ukraine,178 cm,69 kg,False,https://media-2.api-sports.io/football/players/63494.png,333,2019
63544,P. Kharzhevskyi,Petro,Kharzhevskyi,23.0,2000-01-03,Ladyzhyn,Ukraine,Ukraine,180 cm,75 kg,False,https://media-1.api-sports.io/football/players/63544.png,333,2019
125417,V. Kornienko,Viktor,Kornienko,24.0,1999-02-14,Poltava,Ukraine,Ukraine,175 cm,70 kg,False,https://media-2.api-sports.io/football/players/125417.png,333,2019
125418,Y. Konoplya,Yukhym,Konoplya,24.0,1999-08-26,Donetsk,Ukraine,Ukraine,180 cm,74 kg,False,https://media-3.api-sports.io/football/players/125418.png,333,2019
153016,S. Demkiv,Stanislav,Demkiv,23.0,2000-05-10,,Ukraine,Ukraine,179 cm,68 kg,False,https://media-3.api-sports.io/football/players/153016.png,333,2019
263059,S. Morarenko,Stanislav,Morarenko,22.0,2001-08-02,,Ukraine,Ukraine,185 cm,75 kg,False,https://media-3.api-sports.io/football/players/263059.png,333,2019
265417,R. Posevkin,Radion,Posevkin,22.0,2001-05-18,,Ukraine,Ukraine,177 cm,74 kg,False,https://media-1.api-sports.io/football/players/265417.png,333,2019
266032,Y. Kostenko,Yan,Kostenko,20.0,2003-07-04,,Ukraine,Ukraine,,,False,https://media-1.api-sports.io/football/players/266032.png,333,2019
266180,P. Kravtsov,Pavlo,Kravtsov,23.0,2000-01-19,,Ukraine,Ukraine,194 cm,80 kg,False,https://media-1.api-sports.io/football/players/266180.png,333,2019
678,B. Butko,Bohdan,Butko,32.0,1991-01-13,Donetsk,Ukraine,Ukraine,182 cm,72 kg,False,https://media-1.api-sports.io/football/players/678.png,333,2019
8458,E. Nazaryna,Ehor,Nazaryna,26.0,1997-07-10,Pryluky,Ukraine,Ukraine,183 cm,69 kg,False,https://media-2.api-sports.io/football/players/8458.png,333,2019
14333,O. Svatok,Oleksandr,Svatok,29.0,1994-09-27,Kamianske,Ukraine,Ukraine,185 cm,78 kg,False,https://media-1.api-sports.io/football/players/14333.png,333,2019
63378,V. Luchkevych,Valerii,Luchkevych,27.0,1996-01-11,Zaporizhzhya,Ukraine,Ukraine,176 cm,65 kg,False,https://media-2.api-sports.io/football/players/63378.png,333,2019
63411,P. Polehenko,Pavlo,Polehenko,28.0,1995-01-06,Chernihiv,Ukraine,Ukraine,181 cm,71 kg,False,https://media-3.api-sports.io/football/players/63411.png,333,2019
63420,O. Pikhalyonok,Oleksandr,Pikhalyonok,26.0,1997-05-07,Donetsk,Ukraine,Ukraine,179 cm,72 kg,False,https://media-1.api-sports.io/football/players/63420.png,333,2019
63422,A. Boryachuk,Andrii,Boryachuk,27.0,1996-04-23,Vinnytsia,Ukraine,Ukraine,176 cm,71 kg,False,https://media-2.api-sports.io/football/players/63422.png,333,2019
63457,V. Adamyuk,Volodymyr,Adamyuk,32.0,1991-07-17,Sivka-Kalushska,Ukraine,Ukraine,175 cm,60 kg,False,https://media-1.api-sports.io/football/players/63457.png,333,2019
63518,Y. Pasich,Yevhen,Pasich,30.0,1993-07-13,Kamianske,Ukraine,Ukraine,175 cm,74 kg,False,https://media-1.api-sports.io/football/players/63518.png,333,2019
63543,O. Gutsulyak,Oleksii,Gutsulyak,26.0,1997-12-25,Krasyliv,Ukraine,Ukraine,187 cm,74 kg,False,https://media-2.api-sports.io/football/players/63543.png,333,2019
63581,V. Tankovskyi,Vyacheslav,Tankovskyi,28.0,1995-08-16,Novomoskovsk,Ukraine,Ukraine,168 cm,64 kg,False,https://media-3.api-sports.io/football/players/63581.png,333,2019
63609,V. Tanchyk,Volodymyr,Tanchyk,32.0,1991-10-17,Cherkasy,Ukraine,Ukraine,168 cm,65 kg,False,https://media-2.api-sports.io/football/players/63609.png,333,2019
63631,I. Kogut,Ihor,Kogut,27.0,1996-03-07,Dnipro,Ukraine,Ukraine,189 cm,79 kg,False,https://media-2.api-sports.io/football/players/63631.png,333,2019
63635,O. Nazarenko,Oleksandr,Nazarenko,23.0,2000-02-01,Dnipro,Ukraine,Ukraine,177 cm,60 kg,False,https://media-2.api-sports.io/football/players/63635.png,333,2019
105320,O. Zubkov,Oleksandr,Zubkov,27.0,1996-08-03,Makiivka,Ukraine,Ukraine,182 cm,78 kg,False,https://media-2.api-sports.io/football/players/105320.png,333,2019
107303,D. Sikan,Danylo,Sikan,22.0,2001-04-16,Zhytomyr,Ukraine,Ukraine,185 cm,71 kg,False,https://media-2.api-sports.io/football/players/107303.png,333,2019
125421,D. Topalov,Dmytro,Topalov,25.0,1998-03-12,Blyzhne,Ukraine,Ukraine,173 cm,63 kg,False,https://media-2.api-sports.io/football/players/125421.png,333,2019
156216,V. Kucheruk,Vladyslav,Kucheruk,24.0,1999-02-14,Vinnitsya,Ukraine,Ukraine,190 cm,80 kg,False,https://media-1.api-sports.io/football/players/156216.png,333,2019
161950,A. Bondarenko,Artem,Bondarenko,23.0,2000-08-21,Cherkasy,Ukraine,Ukraine,182 cm,73 kg,False,https://media-2.api-sports.io/football/players/161950.png,333,2019
264709,D. Matsapura,Dmytro,Matsapura,23.0,2000-03-10,,Ukraine,Ukraine,180 cm,72 kg,False,https://media-1.api-sports.io/football/players/264709.png,333,2019
2157,D. Boyko,Denys,Boyko,35.0,1988-01-29,Kyiv,Ukraine,Ukraine,197 cm,85 kg,False,https://media-2.api-sports.io/football/players/2157.png,333,2019
2158,H. Bushchan,Heorhii,Bushchan,29.0,1994-05-31,Odesa,Ukraine,Ukraine,196 cm,84 kg,False,https://media-2.api-sports.io/football/players/2158.png,333,2019
2161,M. Burda,Mykyta,Burda,28.0,1995-03-24,Yenakiieve,Ukraine,Ukraine,187 cm,80 kg,False,https://media-2.api-sports.io/football/players/2161.png,333,2019
2167,D. Popov,Denys,Popov,24.0,1999-02-17,Mygiya,Ukraine,Ukraine,185 cm,81 kg,False,https://media-3.api-sports.io/football/players/2167.png,333,2019
2171,S. Buletsa,Serhii,Buletsa,24.0,1999-02-16,Uzhhorod,Ukraine,Ukraine,172 cm,72 kg,False,https://media-1.api-sports.io/football/players/2171.png,333,2019
2186,N. Rusyn,Nazarii,Rusyn,25.0,1998-10-25,Novoiavorivsk,Ukraine,Ukraine,177 cm,68 kg,False,https://media-3.api-sports.io/football/players/2186.png,333,2019
55877,O. Karavaev,Oleksandr,Karavaev,31.0,1992-06-02,Kherson,Ukraine,Ukraine,175 cm,71 kg,False,https://media-1.api-sports.io/football/players/55877.png,333,2019
63389,K. Dryshlyuk,Kyrylo,Dryshlyuk,24.0,1999-09-16,Boryspil,Ukraine,Ukraine,185 cm,73 kg,False,https://media-2.api-sports.io/football/players/63389.png,333,2019
63410,I. Kyryukhantsev,Ihor,Kyryukhantsev,27.0,1996-01-29,Makiivka,Ukraine,Ukraine,167 cm,67 kg,False,https://media-3.api-sports.io/football/players/63410.png,333,2019
63416,V. Churko,Vyacheslav,Churko,30.0,1993-05-10,Uzhhorod,Ukraine,Ukraine,182 cm,70 kg,False,https://media-3.api-sports.io/football/players/63416.png,333,2019
63419,D. Myshnov,Dmytro,Myshnov,29.0,1994-01-26,Krasnyi Lyman,Ukraine,Ukraine,170 cm,68 kg,False,https://media-1.api-sports.io/football/players/63419.png,333,2019
63434,O. Tymchyk,Oleksandr,Tymchyk,26.0,1997-01-20,Kryklyvets,Ukraine,Ukraine,180 cm,67 kg,False,https://media-1.api-sports.io/football/players/63434.png,333,2019
63484,M. Imerekov,Maksym,Imerekov,32.0,1991-01-23,Makiivka,Ukraine,Ukraine,190 cm,85 kg,False,https://media-3.api-sports.io/football/players/63484.png,333,2019
63508,I. Snurnitsyn,Ihor,Snurnitsyn,23.0,2000-03-07,Dokuchaievsk,Ukraine,Ukraine,178 cm,69 kg,False,https://media-1.api-sports.io/football/players/63508.png,333,2019
63511,R. Vantukh,Roman,Vantukh,25.0,1998-07-04,Lviv,Ukraine,Ukraine,174 cm,70 kg,False,https://media-3.api-sports.io/football/players/63511.png,333,2019
